UID,교회명,국가/지역,주소,담임,전도인수,사진URL
692,"멜버른교회","호주","6 Rye Court, Glen Waverley, VIC 3150","",0,""
216,"모스크바교회","러시아","109263 MOSCOW, ul.ARTUHINOI 25, korp 3.","이돈철 담임목사",1,""
694,"몬테레이교회","멕시코","Durango 535, Nuevo Apodaca, 66605 Cdad. Apodaca, N.L.","이창덕 담임목사",1,""
311,"몬트리올교회","캐나다","7611 Rue Centrale, LaSalle, QC H8P 1L1","최승돈 담임목사",1,""
278,"무르시아교회","스페인","c/ Huerto Alix, 7 bajo 30012. Santiago el Mayor.  MURCIA ","원덕홍 담임목사",1,""
554,"미나띠틀란교회","멕시코","Pino Suarez 6A BuenaVista Norte,Minatitlán,Veracruz","",0,""
107,"미시간교회","미국","33300 Dequindre Rd  Sterling Heights. MI 48310","조정훈 담임목사",1,"https://file1.jbch.org/guide/107/107_2025103101283760146_bohyun0641.jpg"
704,"미양곤교회","미얀마","No.17, Aung Theik Hti Street, Mayangone Township, Yangon.","최봉학 담임목사",1,"https://file1.jbch.org/guide/704/704_2020081218242069181_bbbbb20000.jpg"
434,"미주 켄터키 수양관교회","미국","1508 Indian Creek Road, Hillsboro, KY41049","",0,""
157,"밀라노교회","이탈리아","Via IV Novembre 57, 20021 Bollate (Mi)","권건남 담임목사",1,"https://file1.jbch.org/guide/157/157_2024030601203085550_syoungnim.jpg"
723,"바공실랑교회","필리핀","","",0,""
605,"바그널교회","몽골","5- хорооны зүүн тал Есөн эрдэнэ дэлгүүрийн 2 давхарт","최동중 담임목사",1,""
1115,"바기오교회","필리핀","PLWM Baguio church, Long Long Feder Rd, Baguio, Benguet","김순우 담임목사",1,"https://file1.jbch.org/guide/1115/1115_2025063010415147858_kimsoonwoo.jpg"
474,"바니교회","필리핀","Arwas Bani municipal Pangasinan Philippines","",0,""
480,"바롱하라교회","몽골","Baruunkharaa church, 2th bugh, bayangol sum, selenge province, mongolia","",0,""
569,"바르셀로나교회","스페인","Carrer Bonsoms, 6","기대한 담임목사",1,"https://file1.jbch.org/guide/569/569_2021121020325016229_kidaehanb.jpg"
690,"바바오요교회","에콰도르","","",0,""
551,"바양홍거교회","몽골","MONGOLIA BAYARKHANGOR AIMAG BAYANKHONGOR SUM DUURSAKH 3-R BAG HORSHOOLOGCHDIIN HOLBOONII BAIR 205","이양호 담임목사",1,""
964,"바콜로드교회","필리핀","Lot 1, Block 14, Dona Juliana Subdivision. Bacolod City, Negros Orriental, Philippines","최재경 담임목사",1,""
771,"바탐방교회","캄보디아","Street 211, Battambang Province","",0,""
770,"바탐방북부교회","캄보디아","Thma Koul, Battambang Province","",0,""
800,"바티민체교회","캄보디아","","",0,""
407,"발렌시아교회","스페인","","공승현 전도사",1,""
670,"방콕교회","태국","640 Sukhumvit 105 Rd, Bang Na Tai, Bang Na, Bangkok 10260, Thailand ","김승제 담임목사",1,"https://file1.jbch.org/guide/670/670_2019072818363107831_geni2.jpg"
130,"밴쿠버교회","캐나다","4010 Victoria Dr, Vancouver, BC","채형운 담임목사",1,""
468,"뱅갈루루교회","인도","No. 108, Ramdev Garden, Near Govt School Henur Main Road, St. Thomas Town Post Bangalore, India 560084","",0,""
446,"베라크루즈교회","멕시코","","김민성 담임목사",1,""
254,"베레스교회","힇","","",0,""
996,"베를린교회","독일","Wernigeroder Str. 24, 10589 Berlin","배경운 담임목사",1,"https://file1.jbch.org/guide/996/996_2025031615423327414_davidbae.jpg"
562,"보고타교회","콜롬비아","Calle 8A 72C 15 barrio Castilla Bogotá , Colombia","김동준 담임목사",1,"https://file1.jbch.org/guide/562/562_2023032503315500779_kdjun.jpeg"
255,"볼강교회","몽골","","",0,""
400,"부에노스아이레스교회","아르헨티나","calle bransen #213, esquina mansilla, ituzaingo norte, buenos aires","김봉철 담임목사",2,""
651,"부토왈교회","네팔","","",0,""
437,"브라질리아교회","브라질","Ch 123 Lote 27 S.H.S. Taguatinga Brasilia-DF BRASIL","박병철 담임목사",1,"https://file1.jbch.org/guide/437/437_2021061000142761255_tjdyfd6069.png"
299,"브리즈번교회","호주","31 Gloucester Street, Acacia Ridge, QLD 4110","",0,""
260,"비쉬켁교회","키르기스스탄","Республика Кыргызстан г.Бишкек переулок Уссурийский дом 35","남길현 담임목사",1,""
973,"비스트리차교회","루마니아","Strada Calea Moldovei 5E, Bistrița, 420096, Romania","",0,""
714,"빅토리아교회","멕시코","","",0,""
739,"빌라헤르모사교회","멕시코","","",0,""
441,"빠추카교회","멕시코","","심해영 담임목사",1,"https://file1.jbch.org/guide/441/441_2019062922074255763_kdh.jpg"
463,"빠항교회","에콰도르","Barrio La Mersed Paján Manabí, Ecuador","",0,""
668,"빤따나교회","미얀마","Kan Nar Road, near Pan Ta Naw Bridge, Pan Ta Naw City.","",0,""
977,"빤따나동부교회","미얀마","Yin Dike Gone village , Pantanaw Township ,Ayawaddy","",0,""
453,"뻬로떼교회","멕시코","EMILIANO ZAPATA N 20 CP. 91272 PEROTE VERACURZ, MEXICO.","",0,""
512,"뿌에블라교회","멕시코","Valle de Las Animas 4, Fracc. Lomas del Valle, Puebla, Pue, Mexico 72595","",0,""
697,"뿌요교회","에콰도르","","",0,""
503,"사군교회","멕시코","mexico hidalgo pza garibaldi 9 independencia tepeapulco cp43994","",0,""
734,"사라삐끼교회","코스타리카","","심원길 담임목사",1,""
619,"산라몬교회","코스타리카"," Urbanización Las Lomas, Piedades Norte, San Ramón, Alajuela, Costa Rica","",0,""
608,"산안드레스교회","멕시코","justo sierra. barrio campeche. sanandres tuxtla. veracruz. cp 95720","",0,""
711,"산타로사교회","필리핀","","",0,""
837,"산타마리아교회","필리핀","","",0,"https://file1.jbch.org/guide/837/837_2025010210232984383_tkaehd.jpg"
775,"산타막달레나교회","필리핀","Brgy San Sebastian, Santa Magdalena city, Sorsogon, Phlippine","",0,""
543,"산타크루스교회","볼리비아","No17. calle Juan Peñarieta, Av. centenario, 4to anillo.(Parada de línea 27)","강창욱 담임목사",1,"https://file1.jbch.org/guide/543/543_2021020123342081007_msi1000.jpg"
989,"산타테레시타교회","필리핀","sitio Alimoto, baranggay Santa Teresita","",0,""
572,"산토도밍고교회","에콰도르","Calle Canadá(Atrás del Sindicato de Choferes Profesionales) y Av. Monseñor Schumacher, Santo Domingo, Ecuador","",0,""
655,"산티아고교회","칠레","Lucerna 0149, la cisterna, Santiago","",0,"https://file1.jbch.org/guide/655/655_2018121004481832624_nasilinn.jpeg"
713,"산파블로교회","멕시코","","박대석 담임목사",3,""
472,"산호세교회","코스타리카","San José, Florentino Castro, Costa Rica","류동화 담임목사",1,""
540,"산호세델몬테교회","필리핀","UC-3, AREA G, BRGY. CITRUS, CSJDM, BULACAN","",0,""
238,"살몬교회","힇","中国天津","",0,""
452,"상트페테르부르크교회","러시아","Russia St.Petersburg pl.Konstitutsyi 1-2/A, 14H","세르게이 담임목사",1,""
534,"상파울로교회","브라질","R. Mateus Lourenço de Carvalho, 77 - Vila Buenos Aires, São Paulo - SP","유재성 담임목사",1,"https://file1.jbch.org/guide/534/534_2021120906493055260_ujs3321.jpg"
757,"샌나르시소교회","필리핀","","",0,""
745,"샌샨드교회","몽골","","",0,""
167,"샌안토니오교회","미국","14510 Judson Rd. San Antonio TX 78233","구본효 담임목사",1,""
170,"샌프란시스코교회","미국","5034 Blum Rd, Martinez, CA 94553","문동찬 담임목사",1,"https://file1.jbch.org/guide/170/170_2025070815240124447_stardom830.png"
424,"샤링걸교회","몽골","Mongolia Darkhan-uul Aimag Sharingol Sum Darkhan Bag 15-95","",0,""
502,"세고비아교회","스페인","A/Marques de Lozoya, 11 , Segovia, España","박준영 담임목사",1,""
570,"세부교회","필리핀","Cebu Church (In front of Villa Asela A Garden Resort / 빌라 아셀라 가든 리조트 바로 정문 앞), Purok-1(Purok Nangka), Brgy. Bangbang, Cordova, Cebu","박재성 담임목사",1,""
209,"센다이교회","일본","982-0803 宮城県仙台市太白区金剛沢1丁目6-48","구현영 담임목사",1,"https://file1.jbch.org/guide/209/209_2019111214284386976_gkstha95.jpg"
258,"셀렝게교회","몽골","mongolia selenge aimag suhkbaatar sum","조승범 담임목사",1,"https://file1.jbch.org/guide/258/258_2023051623164307443_xongoroo2024.jpg"
993,"소로카바교회","브라질","Jardim Vera Cruz, Sorocaba - SP, BRAZIL","",0,""
123,"솔로몬교회","힇","","",0,""
316,"수빅교회","필리핀","Lopez Jaena st, Purok2, barangay NewCabalan Onlongapo City Zambales","",0,""
777,"수자누교회","브라질","Rua quinze de novembro 86, Centro, Suzano – SP, BRAZIL","",0,""
556,"수흐바타르교회","몽골","Sukhbaatar aimag baruun urt sum 7-r bag [Сүхбаатар аймаг Баруун урт сум 7-р баг /Хуучнаар ахмадын сувилал]","",0,""
766,"술탄쿠다랏교회","필리핀","Barangay Sarinang Sultan Kudarat","",0,""
669,"쉐비다교회","미얀마","No. 29- 132 Pan Chan (1) Street, Ngwe Thar Gi Road","이정훈 전도사",1,"https://file1.jbch.org/guide/669/669_2017071617143350573_cje0318.jpg"
100,"시드니교회","호주","교회당: 9 Kitchener Lane, Cherrybrook, NSW 2126","김환호 담임목사",1,"https://file1.jbch.org/guide/100/100_2023122921424889848_kimhwanho.jpg"
171,"시애틀교회","미국","20112 SE 152nd Street, Renton, WA 98059","박철웅 담임목사",1,""
802,"시엠립교회","캄보디아","","이태종 담임목사",1,""
102,"시카고교회","미국","575 Rush St, Roselle, IL 60172","우성준 담임목사",1,"https://file1.jbch.org/guide/102/102_2024040213375269076_daniel77.jpg"
156,"싱가폴교회","싱가폴","62 Ubi Road 1, #11-12 Oxley Bizhub2, Singapore 408734","지영준 담임목사",1,"https://file1.jbch.org/guide/156/156_2018100919321184156_jyjyj.jpg"
531,"씨잇교회","필리핀","SIIT CHURCH B/D, ANTULAY, BRGY SIIT, SIATON, NEGROS ORIENTAL. PHILIPPINES.","",0,"https://file1.jbch.org/guide/531/531_2017072414341891436_arttech.jpg"
710,"아레키파교회","페루","","윤홍조 담임목사",1,""
491,"아르항가이교회","몽골","Mongolia Arhangai aimag erdene bulgan sum Arhangai Baptist Church","",0,""
241,"아미나답교회","힇","","",0,""
120,"아사교회","힇","","",0,""
799,"아카풀코교회","멕시코","","",0,""
103,"아틀란타교회","미국","4928 Spout Springs Rd. Buford GA 30519","권종안 담임목사",2,"https://file1.jbch.org/guide/103/103_2026022412505931297_ycs388.jpg"
3,"아하스교회","힇","","",0,""
547,"안토파가스타교회","칠레","Antonio Poupin 1033, Antofagasta, Antofagasta, Chile","강광권 담임목사",2,""
538,"알또교회","볼리비아","calle choquna entre Av. Julio cesar valdez № 2105 zona cosmos 3. EL ALTO","",0,""
250,"알메리아교회","스페인","CARRETERA NACIONAL 340, 04230 HUERCAL DE ALMERIA, ALMERIA","김준영 담임목사",1,""
429,"알타이교회","몽골","","",0,""
586,"앙갓교회","필리핀","815 Malalahanin St. Phase 3 Masagana Homes Tabang Guiguinto Bulacan","",0,""
687,"앙헬레스교회","필리핀","91-U 4-A San Vicente Street, Brgy. Tabun angeles City, Pampanga.","이지철 담임목사",1,""
177,"애쉬빌교회","미국","2479 Howard Gap Rd. Hendersonville, NC 28792","",0,""
259,"야곱교회","힇","","",0,""
275,"야마가타교회","일본","日本山形県天童市中里7丁目5-17","아라키 쥰 담임전도사",1,"https://file1.jbch.org/guide/275/275_2017103020290780197_yoochungyul.jpg"
442,"야우떼뻭교회","멕시코","","",0,""
286,"양곤교회","미얀마","No (54/1206), U Pho Tun Str, Bokone, Taung Thu Gone Road, Insein, Yangon, Myanmar","최영준 담임목사",2,""
634,"에까떼뻭교회","멕시코","Av. Mathzi 1 Módulo 8 Lote 34 Colonia Guadalupe Victoria CP 55010 Ecatepec de Morelos, México","",0,""
251,"에르뜨네트교회","몽골","","이황구 담임목사",1,""
716,"에르모시요교회","멕시코","","",0,""
607,"에스까르세가교회","멕시코","Calle 39 Jesús García C.P. 24350 Escárcega, Campeche, Mexico","안덕근 담임목사",1,""
402,"에스메랄다스교회","에콰도르","La Localización Homero Lopez saud. Mz.51#2, Canton Atacame, Esmeraldas, Ecuador","",0,""
628,"오루로교회","볼리비아","C/ Caro N.851 entre calle Presidente Montes y Washington, Oruro, Bolivia","",0,""
398,"오리사바교회","멕시코","Oriente 19 entre norte 2 y 4 num. 185 Orizaba Veracruz, Mexico","",0,""
176,"오벳교회","힇","","",0,""
144,"오사카교회","일본","〒660-0892 兵庫県尼崎市東難波町５丁目３０−８ 日本キリスト教バプテスト会大阪教会","이진욱 담임목사",1,"https://file1.jbch.org/guide/144/144_2017090721135972216_dennis89.jpg"
505,"오사카중부교회","일본"," 大阪府大阪市天王寺区小橋町12-2、ホワイトレジデンス2F","이승현 담임목사",1,""
571,"오하까교회","멕시코","privada de sierra maestra #100 col. lomas del creston oaxaca.oaxaca.","김규중 담임목사",1,"https://file1.jbch.org/guide/571/571_2023090823341478408_kkj88.jpeg"
1090,"올랜도교회","미국","2678 Bobcat Chase Blvd, Oakland","오동준 담임목사",1,""
294,"올티가스교회","필리핀","Unit 506 AIC Burgundy Empire Tower. ADB Ave Corner, Saphire & Garnet Road. Ortigas Center Pasig City Metro Manila Philippines","최원영 담임목사",1,""
504,"요네자와교회","일본","〒992-0005 日本山形県米沢市窪田町藤泉619番地","류충렬 담임목사",1,""
4,"요담교회","힇","","",0,""
116,"요람교회","힇","","",0,""
703,"우문고비교회","몽골","Omnogovi aimag Dalanzadgad sum 8-r bag nanzad 0-a toot","",0,"https://file1.jbch.org/guide/703/703_2018110921350821022_kuwonja.jpg"
313,"울란바토르동부교회","몽골","MONGOLIA ULAANBAATAR bayan zurkh disrict 5-r horoo B.Dorj street 143.","정명교 담임목사",1,""
696,"울란바토르서부교회","몽골","","장지훈 담임목사",1,""
1059,"울란바토르야르막교회","몽골","Khan-Uul district of Ulaanbaatar, Khan plaza 3rd floor of Nisekh orbit","김진완 담임목사",1,"https://file1.jbch.org/guide/1059/1059_2024011711303555454_suengbum.jpg"
206,"울란바토르중앙교회","몽골","MONGOLIA ULAANBAATAR SONGINO KHAIRKHAN DISTRICT 29-R HOROO(ENKHTAIVAN) STREET-133","유혜웅 담임목사",3,""
1060,"울란바토르할허링교회","몽골","Songinokhairkhan 29 district of Ulaanbaatar 18070 peace avenue 133","이근종 담임목사",1,"https://file1.jbch.org/guide/1060/1060_2025022715181839837_Tuya1013.jpg"
705,"울항가이교회","몽골","Uvurkhangai aimag Arvaiheer sum 5~r horoo Molor boonii tov 4 davhart.","",0,""
273,"웁스교회","몽골","mongolia, Uvs aimag, Ulaangom sum, 3-r bag 2-r 48 bair 1-r orts 4 dawhar 10 toot ","빌궁 담임전도사",1,"https://file1.jbch.org/guide/273/273_2019110723115596048_benlee93.jpg"
5,"웃시야교회","힇","","",0,""
104,"워싱턴교회","미국","Washington Baptist Church(Life Word Mission), 5144 Massachusetts Ave., Bethesda, MD 20816 ","이혜찬 담임목사",2,"https://file1.jbch.org/guide/104/104_2017080605342219670_reston1004.jpg"
256,"유다교회","힇"," ","",0,""
732,"이까교회","페루","","",0,""
677,"이끼께교회","칠레","","서보성 담임목사",1,""
846,"이무스교회","필리핀","ANABU 2-B, IMUS , CAVITE","",0,""
265,"이삭교회","힇","山东省滨州市","",0,""
173,"이새교회","힇","","",0,""
476,"이스탄불교회","튀르키예","Gayrettepe Mahallesi Yıldız Posta Caddesi no 6 iç Kapı 3","",0,""
621,"이쓰깔리교회","멕시코","Bosque de Ébano 15, Bosques de Hacienda, 54768 Cuautitlán Izcalli, Méx.","",0,""
642,"이타하리교회","네팔","4-pandare, Itahari, sunsari, nepal.","",0,""
791,"일라간교회","필리핀","Purok 5 Bliss Village Ilagan ,Isabela","",0,""
652,"일로일로교회","필리핀","Brgy Bansag (beside of house of Brgy Captain), Lambunao, Iloilo.","김대일 담임목사",1,""
318,"임팔교회","인도","Faith Home, Paite Veng, Kwakeithel, Imphal West-795001 Opp. Lee Faith School, Manipur","",0,""
271,"준하라교회","몽골","Zuunkharaa church, 6th bugh, Mandal sum(Zuunkharaa),   Selenge province, Mongolia","정희원 담임목사",1,""
666,"짜웅공교회","미얀마","No. 2 Qt, Kyone Pyaw street, Kyoung Kone.","",0,""
663,"쫑표교회","미얀마","Kalar Gone village, Atoung , Kyone Pyaw.","",0,""
747,"차강노르교회","몽골","","",0,""
748,"처여르교회","몽골","","",0,""
274,"초이발산교회","몽골","몽골 더르너드 초이발산 헤를렝 솜 10구역","노재홍 담임목사",1,""
760,"치뜨완교회","네팔","","",0,""
530,"치말루아깐교회","멕시코","calle zapotl, esquina amilot, manzana 6, lotes 18 y 19, colonia barrio canasteros, c.p.56634, Chimalhuacan , Estado de Mexico","",0,""
751,"치앙마이교회","태국","597 Moo3 Ban Choeng Doi Tambon. Cheong Doi Subdistrict. Doi Saket District. Chiang Mai Province. 50220","이종성 담임목사",1,""
720,"치와와교회","멕시코","","서준형 담임목사",1,""
497,"침보떼교회","페루","Av.Pardo 2609(Victor Raúl Haya de la Torre2609, Chimbote, Ancash, Perú","이상완 담임목사",1,""
997,"카스테욘교회","스페인","Carrer Castelldefels, 16, 12004 Castelló de la Plana, Castelló","이철승 담임목사",1,""
520,"카스틸레오스교회","필리핀","W6G4+87 Castillejos, 잠발레스 필리핀","박동환 담임목사",1,"https://file1.jbch.org/guide/520/520_2024040110534482505_lgs7738.jpg"
461,"카트만두교회","네팔","Thecho VDC Ward no.9, Bethigel Lalitpur,Kathmandu, GPO.8975, EPC 1309","배석도 담임목사",1,""
1075,"칼라샤카쿠교회","파키스탄","","",0,""
726,"캔버라교회","호주","40 Mcglashan Street Taylor ACT 2913","오도상 담임목사",1,"https://file1.jbch.org/guide/726/726_2024011919164662621_ods.jpg"
539,"캘거리교회","캐나다","8516 Athabasca St SE","최영규 담임목사",1,"https://file1.jbch.org/guide/539/539_2026010110093941706_ecclesia86.jpg"
614,"코르도바교회","멕시코","Circuito del Molino LT.24 Manzana 5  Fraccionamiento Finca Real Cordoba,Ver CP 94510","",0,""
709,"코피아포교회","칠레","Juan serapio lois 866, Copiapó, Atacama, Chile","전진우 담임목사",1,"https://file1.jbch.org/guide/709/709_2019062702035999431_nasilinn.jpg"
1108,"콘셉시온교회","파라과이","","최태균 담임목사",1,""
140,"콜로라도교회","미국","1919 N Union BLVD Colorado Springs, CO. 80909","김상원 담임목사",1,"https://file1.jbch.org/guide/140/140_2019042500251110121_sojinpark.jpg"
911,"콜롬보교회","스리랑카","No. 22/A mendis avenue, Moratuwa 10400 Sri Lanka","유도현 담임목사",1,"https://file1.jbch.org/guide/911/911_2025081923142381351_brave.jpg"
706,"쾰른교회","독일","Luxemburger Strasse 150B G-50937 Köln","Wang Kun 담임목사",1,"https://file1.jbch.org/guide/706/706_2023011204313328046_dlsrks1023.jpg"
693,"쿠스코교회","페루","FRACCION-1 WISPAMPA SAN SEBASTIAN - CUSCO","이주갑 담임목사",1,""
814,"쿠알라룸푸르교회","말레이시아","A-10-3, Wisma HB, Megan Avenue 2, No12, Jalan Yep Kwan Sang, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur ","조휘동 전도사",1,""
719,"쿠에르나바카교회","멕시코","","류성민 담임목사",1,""
717,"쿨리아칸교회","멕시코","","",0,""
285,"퀘존교회","필리핀","#5 Road22  Brgy Bahay Toro, Project 8. Quezon city Metro Manila Philippines","홍은석 담임목사",1,"https://file1.jbch.org/guide/285/285_2018020721015013917_isac68.jpg"
988,"퀘존동부교회","필리핀","26 Holy Family street, Payatas A Quezon City","",0,""
401,"키토교회","에콰도르","JAIME CHIRIBOGA QUITO, 170104, (MANUEL VALDIVIEZO Y JAIME CHIRIBOGA QUITO)","최문석 담임목사",1,"https://file1.jbch.org/guide/401/401_2021122514143432706_mschoi.jpg"
533,"키토수르교회","에콰도르","Nicolás de Rocha Quito, Ecuador","염현주 담임목사",1,"https://file1.jbch.org/guide/533/533_2025101911125706487_pyq7.jpg"
629,"타나우안교회","필리핀","0819 Millarez Compound, Brgy. Tinurik Tanauan City","최기태 담임목사",1,""
768,"탄다빈교회","미얀마","Date Kone Quarter, Htantabin Township, Yangon","",0,""
736,"탄자교회","필리핀","BRGY. AMAYA-1, TANZA CAVITE.","",0,""
555,"태초교회","네팔","","",0,""
796,"테픽교회","멕시코","","",0,""
718,"토레온교회","멕시코","","",0,""
129,"토론토교회","캐나다","72 Crestwood Rd, Thornhill, ON L4J 1A5","장영춘 담임목사",1,"https://file1.jbch.org/guide/129/129_2023020114081841614_jangtoki.jpg"
496,"톨루카교회","멕시코","Ignacio Lopez Rayon #127, San Pablo Autopan, Toluca, Estado de Mexico","윤광순 담임목사",1,""
625,"트루히요교회","페루","","김항녕 담임목사",1,""
792,"트리니다드교회","볼리비아","Cuarta entrada Paititi lado DIPROVE Pasaje Baraje N° 10","",0,""
910,"티후아나교회","멕시코","C. Principal No. 24906, Florido III Plaza Santa fe, local 109, C.P 22237 Tijuana B.C","이동우 담임목사",1,""
691,"파나마시티교회","파나마","","강범구 담임목사",1,""
101,"파리교회","프랑스","1 voie Félix Eboué, 94000 Créteil (5ème étage, 502 centre affaires)","이세웅 담임목사",1,""
559,"팔라완교회","필리핀","B2 L5 Kamalay Subd., San Jose, Puerto Princesa, Palawan","김종섭 담임목사",1,""
848,"팔라완로하스교회","필리핀","Bgy. Pag asa Retac, Roxas Palawan.","",0,""
849,"팔라완퀘존교회","필리핀","Sitio Buyata, Bocuan Residence  Tabon Quezon Palawan","",0,""
742,"포카라교회","네팔","6X3X+W67, Pokhara 33700","",0,""
685,"폰페라다교회","스페인","Avenida Huertas del Sacramento 5 Bajo PONFERRADA-LEÓN.","이진욱 전도사",1,"https://file1.jbch.org/guide/685/685_2018012506122325213_waryong76.jpg"
485,"프놈펜교회","캄보디아","# Street 01, Betong 12101 Orange International School សាលា អន្តរជាតិ អរ៉េង (공항에서 차로 10분거리)","정권창 담임목사",1,""
731,"프랑코교회","파라과이","Franco","신일선 담임목사",1,""
284,"프랑크푸르트교회","독일","zimmersmühlenweg 44, 61440 Oberursel (Taunus)","임정수 담임목사",1,"https://file1.jbch.org/guide/284/284_2025010419093215509_ckd82.jpg"
1004,"플로레스교회","아르헨티나"," José Bonifacio 2495, Flores capital, Buenos Aires","양현수 담임목사",1,""
325,"필리교회","필리핀","Zone 5, San Isidro,  Pili, Camarines Sur 4418, Philippines","",0,""
972,"핏사눌록교회","태국","106/1 Moo 4, 1281 Plak Raet Road, Bang Rakam District, Phitsanulok 65140","이경준 담임목사",1,""
396,"하와이교회","미국","1449 N KING ST HONOLULU HI 96817","이지은 담임목사",1,"https://file1.jbch.org/guide/396/396_2026012915572272814_leeguide.jpg"
798,"할라파교회","멕시코","P.º de las Palmas 51, Jardines de las Animas, 91190 Xalapa-Enríquez, Ver., 멕시코","",0,""
253,"헤스론교회","힇","중국 단동","",0,""
315,"헨티교회","몽골","Hentii aimag Herlen sum 3-r bag Teewerchidiin1-13","박재율 담임목사",1,""
749,"호탁운두르교회","몽골","","",0,""
261,"홉드교회","몽골","","차기범 담임목사",1,""
268,"홉스골교회","몽골","huvsgul aimag murun sum 9-14-1","윤승원 담임목사",1,""
217,"홍콩교회","홍콩","[중문] 九龍紅磡2G鶴園街恆豐工業大廈2期3樓B2室 / [영문] B2, 3/F, Hang Fung Industrial Building, 2G Hok Yuen Street, Hung Hom, Kowloon, H.K.","송지성 담임목사",1,""
464,"후치딴교회","멕시코","Callejon de Los Leones SN Departamento 4 Juchitan de Zaragoza Oaxaca, C.P.70000","",0,""
495,"후쿠오카교회","일본","812-0873 福岡県福岡市博多区西春町3-7-13","",0,""
473,"후틀교회","몽골","Hutul church, Hutul hot(Saihan sum), Selenge aimag, Mongolia","이왕열 담임목사",1,"https://file1.jbch.org/guide/473/473_2017090913593388113_han31.jpg"
235,"휴스턴교회","미국","4075 Hollister Rd, Hoston, TX 77080","고봉산 담임목사",1,""